member_id,age,loan_amnt,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,verification_status_joint,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
11958337,58,8400,8400,8400,36 months,BAT5629144,12.85,B,B4,psr,6 years,MORTGAGE,32000,Verified,n,NULL,debt_consolidation,Debt consolidation,700xx,LA,28.73,0,1,44,44,7,1,5655,28.1,54,f,177.79,0,0,0,0,44,INDIVIDUAL,NULL,13th week,0,0,33359,20100,1
27218967,34,7500,7500,7500,36 months,NULL,22.15,E,E5,homecare,4 years,RENT,36000,Source Verified,n,NULL,other,Other,549xx,WI,25.1,0,4,46,56,12,1,7695,64.1,51,w,1943.69,0,0,0,0,46,INDIVIDUAL,NULL,74th week,0,768,17887,12000,0
61495791,40,12000,12000,12000,36 months,NULL,12.69,C,C2,NULL,n/a,RENT,37092,Verified,n,NULL,debt_consolidation,Debt consolidation,850xx,AZ,24.66,1,1,23,39,13,2,2242,18.2,38,f,523.83,0,0,0,1,23,INDIVIDUAL,NULL,22th week,0,9666,8783,12300,0
38388982,20,20000,20000,20000,36 months,NULL,13.66,C,C3,Nurse,5 years,RENT,120000,Source Verified,n,NULL,medical,Medical expenses,080xx,NJ,7.12,0,3,36,55,10,1,8153,46.9,24,w,2525.37,0,0,0,0,48,INDIVIDUAL,NULL,57th week,0,0,24334,17400,0
21178739,34,18075,18075,18075,36 months,NULL,19.52,E,E2,Registered Nurse,3 years,RENT,135000,Source Verified,n,NULL,credit_card,Credit card refinancing,104xx,NY,9.03,0,0,67,75,7,1,15069,56.9,10,w,4277.54,0,0,0,0,75,INDIVIDUAL,NULL,83th week,0,0,28821,26500,0
47721878,31,15000,15000,15000,60 months,NULL,12.29,C,C1,Customer Service,3 years,RENT,34000,Source Verified,n,NULL,home_improvement,Home improvement,782xx,TX,11.93,0,0,41,71,12,1,4190,18.5,29,w,1303.56,0,0,0,0,41,INDIVIDUAL,NULL,39th week,0,0,9220,22600,0
46446302,39,12800,12800,12800,60 months,BAT4136152,14.65,C,C5,HR Consultant,10+ years,MORTGAGE,90000,Verified,n,NULL,debt_consolidation,Debt consolidation,554xx,MN,23.17,0,0,72,64,13,1,11465,44,32,w,1329.99,0,0,0,0,133,INDIVIDUAL,NULL,39th week,0,0,444443,26250,0
49779489,34,6000,6000,6000,36 months,BAT1184694,13.33,C,C3,Sales Manager,10+ years,MORTGAGE,60000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,627xx,IL,8.02,0,3,60,44,10,2,2643,33,27,f,485.36,0,0,0,0,60,INDIVIDUAL,NULL,35th week,0,32843,39989,8000,0
11947262,24,10500,10500,10500,36 months,BAT5629144,12.85,B,B4,Accounting Manager,10+ years,MORTGAGE,81000,Verified,n,NULL,credit_card,CC SAVINGS LOAN,017xx,MA,21.26,0,1,70,66,15,1,12470,50.7,31,f,1928.26,0,0,0,0,70,INDIVIDUAL,NULL,104th week,0,0,318262,24600,0
37146070,41,5000,5000,5000,36 months,BAT2558388,11.99,B,B5,imagine tec,10+ years,RENT,36000,Source Verified,n,NULL,credit_card,Credit card refinancing,924xx,CA,34.2,1,1,21,68,10,1,4405,36.4,28,f,550.58,0,0,0,0,21,INDIVIDUAL,NULL,56th week,0,0,31007,12100,0
64667956,40,13050,13050,13050,60 months,BAT4271519,18.25,E,E1,assistant store manager,10+ years,MORTGAGE,55000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,853xx,AZ,23.48,1,1,11,75,17,1,3915,27,24,w,642.16,0,0,0,0,68,INDIVIDUAL,NULL,17th week,0,103,246248,14500,0
15038527,45,13775,13775,13775,36 months,NULL,17.57,D,D2,NULL,n/a,MORTGAGE,72000,Verified,n,NULL,home_improvement,Home improvement,805xx,CO,16.03,1,3,15,101,15,1,6371,38.1,24,w,399.08,0,0,0,0,15,INDIVIDUAL,NULL,9th week,0,0,287870,16700,1
53282131,36,5000,5000,5000,36 months,NULL,6.89,A,A3,Manager,2 years,RENT,52000,Source Verified,n,NULL,credit_card,Credit card refinancing,850xx,AZ,13.25,0,0,72,69,9,1,4368,54.6,26,w,183.78,0,0,0,0,72,INDIVIDUAL,NULL,31th week,0,0,65609,8000,0
47526950,53,16000,16000,16000,36 months,NULL,6.92,A,A4,Teacher,10+ years,MORTGAGE,104000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,606xx,IL,18.66,0,2,27,48,15,1,6175,23.8,44,w,733.68,0,0,0,0,55,INDIVIDUAL,NULL,39th week,0,0,65794,25900,0
60868849,23,20000,20000,20000,60 months,BAT1780517,13.99,C,C4,Senior Software Developer,10+ years,MORTGAGE,106400,Source Verified,n,NULL,debt_consolidation,Debt consolidation,193xx,PA,13.49,0,1,80,72,10,1,7890,35.7,25,w,1122.92,0,0,0,0,80,INDIVIDUAL,NULL,22th week,0,0,42027,22100,0
17403353,42,7925,7925,7925,36 months,BAT2136391,16.99,D,D3,Loan Officer,< 1 year,RENT,80000,Verified,n,NULL,debt_consolidation,Debt consolidation,907xx,CA,3.95,1,1,20,25,11,1,4245,36.9,18,w,1684.53,0,0,0,0,35,INDIVIDUAL,NULL,83th week,0,2315,24858,11500,0
69585604,48,15000,15000,14975,36 months,NULL,9.99,B,B3,Plant Manager,4 years,MORTGAGE,75000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,483xx,MI,21.26,0,0,82,85,11,1,932,6.7,27,f,230.11,0,0,0,0,82,INDIVIDUAL,NULL,9th week,0,0,187402,14000,0
69603903,34,9600,9600,9600,36 months,BAT1586599,8.18,B,B1,Architect,< 1 year,RENT,75000,Source Verified,n,NULL,credit_card,Credit card refinancing,913xx,CA,8.38,0,0,38,36,9,1,5955,32.2,41,w,120.54,0,0,0,0,38,INDIVIDUAL,NULL,9th week,0,0,13455,18500,0
61476607,36,15000,15000,15000,36 months,BAT1780517,12.29,C,C1,Operations Manager,4 years,MORTGAGE,110000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,986xx,WA,4.54,0,3,38,41,9,2,11345,52,34,f,352.06,0,0,0,0,38,INDIVIDUAL,NULL,9th week,0,0,374083,21700,1
34320970,43,4500,4500,4500,36 months,BAT2078974,16.29,D,D2,bus driver,2 years,RENT,20000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,633xx,MO,24.73,1,3,6,83,10,1,5081,42.7,27,f,198.02,0,0,0,0,6,INDIVIDUAL,NULL,18th week,0,0,9007,11900,1
63959903,36,5000,5000,5000,36 months,BAT4271519,6.24,A,A2,Secretary,10+ years,MORTGAGE,64000,Verified,n,NULL,credit_card,Credit card refinancing,917xx,CA,21.79,0,4,81,71,13,1,57851,76,37,w,83.82,0,0,0,0,26,INDIVIDUAL,NULL,17th week,0,455,353355,75900,0
7661031,49,10000,10000,10000,36 months,NULL,11.55,B,B3,ABT Inc,3 years,OWN,65000,Not Verified,n,> Pay off credit cards<br>,debt_consolidation,Debt consolidation,926xx,CA,7.35,0,0,42,106,8,1,9706,50,13,f,240.91,0,0,0,0,42,INDIVIDUAL,NULL,22th week,0,0,9706,19400,1
49242774,55,9000,9000,9000,36 months,NULL,8.18,B,B1,AVP Branch Manager,10+ years,RENT,85000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,921xx,CA,6.13,0,0,79,34,8,3,1931,26.5,27,w,477.33,0,0,0,0,79,INDIVIDUAL,NULL,39th week,0,0,14225,7300,0
17842817,53,17600,17600,17600,36 months,BAT2136391,14.16,C,C2,IOM Technologist,10+ years,RENT,149000,Verified,n,NULL,debt_consolidation,Debt consolidation,917xx,CA,7.23,0,2,40,63,10,1,7430,61.4,17,w,3201.51,0,0,0,0,40,INDIVIDUAL,NULL,87th week,0,0,26871,12400,0
16611041,42,10000,10000,10000,60 months,BAT5489674,15.61,C,C5,printing press operator,3 years,MORTGAGE,44000,Verified,n,NULL,home_improvement,Home improvement,144xx,NY,25.83,0,0,57,53,10,1,4172,42,33,f,2333.85,0,0,0,0,49,INDIVIDUAL,NULL,91th week,0,0,119448,10000,0
71237082,45,4000,4000,4000,36 months,BAT2803411,11.22,B,B5,Senior Materials Planner,10+ years,RENT,60000,Verified,n,NULL,debt_consolidation,Debt consolidation,496xx,MI,12.5,2,0,5,42,5,4,1853,13.9,19,f,34.91,0,0,0,0,83,INDIVIDUAL,NULL,4th week,0,0,14721,13300,0
49961339,31,3000,3000,3000,36 months,BAT1104812,12.29,C,C1,NULL,n/a,RENT,31868,Verified,n,NULL,credit_card,Credit card refinancing,112xx,NY,18.61,0,0,24,65,17,1,4495,12,22,f,223.45,0,0,0,0,29,INDIVIDUAL,NULL,39th week,0,0,13524,37400,0
14491346,32,4950,4950,4950,36 months,NULL,16.59,D,D1,technian,4 years,RENT,40000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,465xx,IN,14.37,0,1,45,37,6,1,1168,64.9,15,f,1130,0,0,0,0,45,INDIVIDUAL,NULL,96th week,0,0,16015,1800,0
19325692,36,25000,25000,25000,60 months,BAT2136391,20.2,E,E3,Social worker,10+ years,MORTGAGE,65000,Source Verified,n,NULL,car,Car financing,018xx,MA,17.5,2,1,12,71,14,1,15022,68,27,f,7220.76,0,0,0,0,12,INDIVIDUAL,NULL,83th week,0,0,314192,22100,0
50618983,56,3000,3000,3000,36 months,BAT1184694,14.65,C,C5,Client Data Specialist,2 years,OWN,32000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,371xx,TN,39.44,1,1,3,50,13,1,3002,16.3,39,w,267.14,0,0,0,0,59,INDIVIDUAL,NULL,35th week,0,3483,12950,18400,0
43591362,46,11200,11200,11200,36 months,NULL,11.53,B,B5,Order Services,1 year,RENT,48000,Source Verified,n,NULL,credit_card,Credit card refinancing,530xx,WI,19.73,0,3,42,70,20,1,5691,25,58,f,1034.11,0,0,0,0,42,INDIVIDUAL,NULL,48th week,0,0,79442,22800,0
53272195,41,16000,16000,16000,60 months,BAT3726927,12.29,C,C1,plant manager,7 years,MORTGAGE,80000,Verified,n,NULL,home_improvement,Home improvement,900xx,CA,2.72,1,0,2,115,14,1,4479,14.5,30,w,1093.61,0,0,0,0,6,INDIVIDUAL,NULL,31th week,0,0,316884,30800,0
70854364,31,18050,18050,18050,36 months,BAT2803411,9.76,B,B3,Correction officer,10+ years,MORTGAGE,55000,Verified,n,NULL,credit_card,Credit card refinancing,030xx,NH,31.38,0,0,76,58,13,1,8436,22,33,w,63.62,0,0,0,0,141,INDIVIDUAL,NULL,4th week,0,0,194584,38155,0
67730394,32,8800,8800,8800,36 months,BAT2252229,8.18,B,B1,NULL,4 years,OWN,47000,Not Verified,n,NULL,credit_card,Credit card refinancing,342xx,FL,16.16,0,0,78,71,9,1,8942,32.8,29,f,110.5,0,0,0,0,78,INDIVIDUAL,NULL,13th week,0,1776,25577,27300,0
55599047,38,8500,8500,8500,36 months,NULL,8.18,B,B1,administrator,6 years,RENT,50000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,074xx,NJ,20.96,0,1,61,71,20,1,13876,45.9,31,f,371.45,0,0,0,0,61,INDIVIDUAL,NULL,31th week,0,2709,14894,30200,0
51672850,49,2400,2400,2400,36 months,BAT1184694,12.69,C,C2,Accounts,3 years,RENT,26000,Not Verified,n,NULL,credit_card,Credit card refinancing,549xx,WI,24.01,1,1,23,65,13,1,1590,20.6,18,f,182.99,0,0,0,0,76,INDIVIDUAL,NULL,35th week,0,523,9338,7700,0
37887738,46,3300,3300,3300,36 months,BAT2558388,14.31,C,C4,Public Works Technician 1,5 years,RENT,48000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,551xx,MN,7.08,0,1,36,33,9,1,3297,38.3,25,w,463.86,0,0,0,0,36,INDIVIDUAL,NULL,61th week,0,0,5538,8600,0
60907972,29,20000,20000,20000,36 months,BAT1780517,10.99,B,B4,Library Branch Manager,10+ years,RENT,75103,Verified,n,NULL,debt_consolidation,Debt consolidation,333xx,FL,23.28,0,2,56,51,15,1,11251,59.1,55,w,860.04,0,0,0,0,56,INDIVIDUAL,NULL,22th week,0,0,82381,18800,0
59136363,36,11250,11250,11250,60 months,NULL,19.19,E,E3,Store manager,3 years,RENT,52000,Verified,n,NULL,debt_consolidation,Debt consolidation,307xx,GA,23.49,2,2,32,77,23,1,8413,31,32,f,869.16,0,0,0,0,24,INDIVIDUAL,NULL,22th week,0,0,26201,27000,0
11991209,38,12000,12000,12000,36 months,BAT5629144,13.53,B,B5,On road manager,10+ years,RENT,40000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,871xx,NM,16.94,0,0,53,33,7,2,5572,68.8,32,w,1359.78,0,0,0,0,53,INDIVIDUAL,NULL,91th week,0,15386,13605,8100,1
49900656,53,10000,10000,10000,60 months,NULL,13.99,C,C4,Station cleaner,6 years,RENT,54000,Source Verified,n,NULL,credit_card,Credit card refinancing,114xx,NY,26.49,0,0,46,53,5,1,2824,94.1,13,w,878.35,0,0,0,0,46,INDIVIDUAL,NULL,35th week,0,0,50884,3000,0
19777141,43,10000,10000,10000,60 months,BAT3461431,16.29,D,D2,Manager,10+ years,RENT,72000,Verified,n,NULL,other,Other,318xx,GA,19.9,3,0,13,44,15,2,11951,57.5,24,f,2305.71,0,0,0,0,13,INDIVIDUAL,NULL,83th week,0,0,40502,20800,0
72408837,41,3500,3500,3500,36 months,NULL,13.67,C,C4,Deputy Sheriff,6 years,RENT,59800,Source Verified,n,NULL,debt_consolidation,Debt consolidation,308xx,GA,27.21,2,1,12,79,11,1,3130,42.3,18,w,34.55,0,0,0,0,47,INDIVIDUAL,NULL,4th week,0,0,67423,7400,0
21289074,42,16500,16500,16500,60 months,BAT3461431,19.52,E,E2,teacher,9 years,MORTGAGE,49000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,371xx,TN,23.39,0,3,50,107,12,1,14569,71.4,35,f,4457.2,0,0,0,0,50,INDIVIDUAL,NULL,78th week,0,0,65087,20400,0
58239133,55,25000,25000,25000,60 months,BAT1780517,13.33,C,C3,Research Director,10+ years,RENT,52000,Not Verified,n,NULL,credit_card,Credit card refinancing,741xx,OK,8.75,0,0,62,61,10,3,16256,62.5,18,w,1447.94,0,0,0,0,62,INDIVIDUAL,NULL,22th week,0,0,16256,26000,0
34481460,39,18825,18825,18825,36 months,BAT2078974,17.57,D,D4,Production Manager,10+ years,RENT,42000,Verified,n,NULL,debt_consolidation,Debt consolidation,847xx,UT,30.26,0,0,58,41,17,3,6919,39.5,40,w,3273.71,0,0,0,0,58,INDIVIDUAL,NULL,65th week,0,67,23806,17500,0
70266599,30,20000,20000,20000,36 months,BAT2803411,9.17,B,B2,owner,10+ years,OWN,60000,Not Verified,n,NULL,credit_card,Credit card refinancing,594xx,MT,14.82,0,0,39,44,3,1,9172,44.3,27,f,142.64,0,0,0,0,48,INDIVIDUAL,NULL,4th week,0,6486,24268,20700,0
61066849,41,5000,5000,5000,36 months,BAT1780517,19.99,E,E4,NULL,n/a,RENT,10000,Verified,n,NULL,major_purchase,Major purchase,688xx,NE,26.89,0,1,54,52,4,1,201,5.4,16,w,393.55,0,0,0,0,54,INDIVIDUAL,NULL,22th week,0,0,8042,3700,0
32918872,44,30000,30000,30000,36 months,BAT2078974,14.49,C,C4,Fire Captain,10+ years,RENT,150000,Verified,n,NULL,debt_consolidation,Debt consolidation,919xx,CA,23.81,1,3,1,65,15,1,8926,36.6,38,f,4513.7,0,0,0,0,1,INDIVIDUAL,NULL,65th week,1,0,53056,24400,0
53955588,58,17850,17850,17850,60 months,BAT1184694,15.61,D,D1,Owner,10+ years,MORTGAGE,90000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,381xx,TN,15.16,0,1,54,33,11,2,2714,31.9,25,w,1539.1,0,0,0,0,80,INDIVIDUAL,NULL,31th week,0,0,251366,8500,0
43436660,35,8000,8000,8000,36 months,BAT5924421,14.99,C,C5,federal officer,10+ years,MORTGAGE,90000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,700xx,LA,17.9,0,1,42,65,8,1,4177,42.6,13,f,966.07,0,0,0,0,52,INDIVIDUAL,NULL,48th week,0,259,45656,9800,0
5491626,27,14125,14125,14125,36 months,BAT5341619,21.98,E,E4,medin corporation,8 years,RENT,84000,Verified,n,NULL,other,Other,074xx,NJ,26.6,2,1,4,72,12,1,7076,33.1,31,f,4762.07,0,0,0,0,22,INDIVIDUAL,NULL,109th week,0,0,61964,21400,1
14441375,34,6425,6425,6425,36 months,NULL,19.47,D,D5,NULL,n/a,MORTGAGE,34800,Verified,n,NULL,debt_consolidation,Debt consolidation,015xx,MA,17.24,0,0,33,38,7,1,25948,60.5,16,w,1632.76,0,0,0,0,33,INDIVIDUAL,NULL,87th week,0,0,154321,53000,0
15180424,25,13700,13700,13700,60 months,BAT2522922,20.49,E,E2,relationship banker,2 years,MORTGAGE,60000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,118xx,NY,17.14,0,1,70,46,9,1,8476,77.1,25,w,2648.63,0,0,0,0,70,INDIVIDUAL,NULL,57th week,0,0,22333,11000,0
38359075,36,20000,20000,19900,36 months,NULL,9.49,B,B2,Area Manager,5 years,MORTGAGE,150000,Source Verified,n,NULL,home_improvement,Home improvement,483xx,MI,13.38,2,1,18,83,15,1,20582,60.7,43,f,1792.4,0,0,0,0,19,INDIVIDUAL,NULL,56th week,0,0,268367,33900,1
71095587,38,8000,8000,8000,36 months,NULL,7.89,A,A5,Security Officer,8 years,MORTGAGE,70000,Not Verified,n,NULL,other,Other,890xx,NV,22.01,0,0,70,67,11,1,5886,27.1,34,w,49.09,0,0,0,0,70,INDIVIDUAL,NULL,4th week,0,0,293324,21700,0
22292307,30,11725,11725,11725,36 months,BAT3193689,16.99,D,D3,Accountant,10+ years,OWN,75000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,913xx,CA,15.74,2,1,21,67,9,1,3663,61,30,w,2398.81,0,0,0,0,21,INDIVIDUAL,NULL,78th week,0,0,110119,6000,0
23783497,47,30000,30000,30000,36 months,NULL,13.98,C,C3,Production Supervisor,7 years,MORTGAGE,70000,Verified,n,NULL,home_improvement,Home improvement,917xx,CA,15.29,0,3,73,44,16,3,15769,15.3,41,w,2147.6,0,0,0,0,73,INDIVIDUAL,NULL,26th week,0,16924,181737,103000,1
49821024,41,10000,10000,10000,36 months,NULL,13.33,C,C3,Management Assistant,5 years,RENT,34000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,335xx,FL,25.2,0,2,64,49,15,1,10189,49.9,30,f,801.52,0,0,0,0,64,INDIVIDUAL,NULL,35th week,0,0,94418,20400,0
42372876,36,7200,7200,7200,36 months,NULL,19.99,E,E3,SALES,10+ years,OWN,51000,Verified,n,NULL,debt_consolidation,Debt consolidation,199xx,DE,27.69,0,3,52,70,10,2,1463,13.7,43,f,1247.64,0,0,0,0,52,INDIVIDUAL,NULL,52th week,0,4826,42812,10700,0
61595240,63,8000,8000,8000,36 months,NULL,13.33,C,C3,manager,8 years,MORTGAGE,43000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,461xx,IN,18.35,1,1,10,82,13,1,7127,72.7,30,f,412.04,0,0,0,0,10,INDIVIDUAL,NULL,22th week,0,0,16887,9800,0
45900938,23,20800,20800,20800,60 months,NULL,14.65,C,C5,owner,10+ years,MORTGAGE,75000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,064xx,CT,23.94,0,0,56,42,15,1,12754,40.6,37,w,2370.89,0,0,0,0,56,INDIVIDUAL,NULL,44th week,0,90,310887,31400,0
32238257,32,5000,5000,5000,36 months,BAT2078974,13.98,C,C3,Accounting Mgr,3 years,MORTGAGE,95000,Verified,n,NULL,debt_consolidation,Debt consolidation,906xx,CA,14.74,1,1,7,91,14,1,5404,30.2,22,w,690.36,0,0,0,0,7,INDIVIDUAL,NULL,61th week,0,0,384384,17900,1
48892426,57,4000,4000,4000,36 months,BAT1104812,10.99,B,B4,Clinical Coder,10+ years,MORTGAGE,77000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,183xx,PA,9.65,0,3,69,60,9,1,1005,8.7,23,w,295.49,0,0,0,0,69,INDIVIDUAL,NULL,39th week,0,0,154175,11500,0
55995975,48,10350,10350,10350,60 months,BAT3726927,13.99,C,C4,Financial Analysis,6 years,MORTGAGE,85000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,980xx,WA,22.46,0,2,26,40,13,3,6920,41.4,59,w,798.57,0,0,0,0,27,INDIVIDUAL,NULL,31th week,0,13995,118887,16700,0
51962878,49,17425,17425,17425,36 months,BAT1184694,9.99,B,B3,Superindent,10+ years,MORTGAGE,50000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,104xx,NY,25.61,1,0,15,71,12,2,4178,18.3,25,w,1051.97,0,0,0,0,33,INDIVIDUAL,NULL,35th week,0,278,168022,22800,0
35053100,50,15000,15000,15000,60 months,BAT2078974,18.99,E,E1,customer service,1 year,RENT,40000,Not Verified,n,NULL,credit_card,Credit card refinancing,238xx,VA,19.73,0,1,48,64,13,1,16189,77.5,38,w,3074.59,0,0,0,0,64,INDIVIDUAL,NULL,61th week,0,0,166398,20900,0
51421519,33,21725,21725,21725,36 months,BAT1184694,16.55,D,D2,IT Manager,10+ years,MORTGAGE,66000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,771xx,AR,17.07,3,0,22,49,16,1,9596,59.2,65,f,2170.42,0,0,0,0,22,INDIVIDUAL,NULL,35th week,0,273,168891,16200,0
62013911,53,6575,6575,6575,36 months,BAT1780517,15.61,D,D1,Machinist,7 years,RENT,70000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,982xx,WA,27.89,2,0,20,51,6,1,2066,69,29,f,319.35,0,0,0,0,23,INDIVIDUAL,NULL,17th week,0,0,54973,4098,0
54645125,30,13200,13200,13200,60 months,BAT3873588,13.99,C,C4,NULL,n/a,RENT,40000,Verified,n,NULL,credit_card,Credit card refinancing,925xx,CA,7.59,0,0,53,31,9,1,10096,73.2,46,w,885.87,0,0,0,0,53,INDIVIDUAL,NULL,26th week,0,0,10096,13800,0
48044215,38,10000,10000,10000,60 months,BAT1104812,25.57,F,F5,Education Programs Consultant,10+ years,RENT,87672,Verified,n,NULL,debt_consolidation,Debt consolidation,958xx,CA,17.88,0,4,53,38,10,1,6166,57.1,30,w,1639.76,0,0,0,0,53,INDIVIDUAL,NULL,39th week,0,0,98002,10800,0
3408636,44,24000,24000,24000,60 months,BAT1467036,21.49,E,E3,US Postal Service,10+ years,MORTGAGE,65000,Verified,n,NULL,debt_consolidation,consolidation,921xx,CA,15.25,1,0,23,103,12,1,12220,72.7,20,w,2919.55,0,0,0,1,23,INDIVIDUAL,NULL,30th week,0,0,107917,16800,1
64578203,39,10000,10000,10000,36 months,NULL,7.26,A,A4,operating engineers,10+ years,MORTGAGE,95000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,989xx,WA,20,0,0,51,38,10,1,6772,42.3,28,f,172.93,0,0,0,0,51,INDIVIDUAL,NULL,13th week,0,0,79290,16000,0
44007873,45,29850,29850,29850,60 months,NULL,18.25,E,E1,Engineering Technician,10+ years,MORTGAGE,68000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,934xx,CA,21.58,0,0,56,79,8,1,20995,90.1,22,f,4365.46,0,0,0,0,56,INDIVIDUAL,NULL,43th week,0,347,394622,23300,0
55395907,36,12000,12000,12000,60 months,BAT3726927,17.57,D,D4,Office Manager,5 years,MORTGAGE,43680,Verified,n,NULL,home_improvement,Home improvement,775xx,TX,25.33,5,3,7,73,24,1,4012,23.5,50,w,1079.9,0,0,0,0,72,INDIVIDUAL,NULL,26th week,0,0,122399,17100,1
64957058,38,10900,10900,10900,60 months,BAT2252229,12.29,C,C1,Office Manager,10+ years,RENT,69368,Not Verified,n,NULL,credit_card,Credit card refinancing,906xx,CA,32.53,0,1,78,57,11,1,8978,42.8,43,f,367.65,0,0,0,0,78,INDIVIDUAL,NULL,13th week,0,0,86024,21000,0
62483345,36,6000,6000,6000,36 months,NULL,12.29,C,C1,Machine operator,10+ years,OWN,50000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,245xx,VA,12.29,0,0,63,63,8,2,6033,46.8,26,w,249.13,0,0,0,0,63,INDIVIDUAL,NULL,17th week,0,0,29668,12900,0
21628999,30,5500,5500,5500,36 months,BAT3461431,11.67,B,B4,Educator,10+ years,OWN,48000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,302xx,GA,26.7,0,1,67,58,10,1,3982,46.3,42,w,790.62,0,0,0,0,67,INDIVIDUAL,NULL,83th week,0,0,171692,8600,0
70389740,28,1600,1600,1600,36 months,BAT1586599,13.67,C,C4,ownee,4 years,RENT,50000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,329xx,FL,15.29,0,0,65,65,13,3,4462,48.5,29,w,15.8,0,0,0,0,78,INDIVIDUAL,NULL,4th week,0,4769,20517,9200,0
53906545,26,6000,6000,6000,36 months,NULL,12.69,C,C2,Electrical Tech,1 year,MORTGAGE,59000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,727xx,AR,11.43,1,3,11,73,5,1,944,30.5,7,w,169.63,0,0,0,1,11,INDIVIDUAL,NULL,9th week,0,184,122344,3100,1
22379954,54,6050,6050,6050,36 months,NULL,12.99,C,C1,Rifleman,2 years,RENT,34320,Source Verified,n,NULL,major_purchase,Major purchase,283xx,NC,23.11,0,0,34,20,7,1,2534,41.5,14,f,935.96,0,0,0,0,34,INDIVIDUAL,NULL,78th week,0,71,20781,6100,0
39990659,38,6000,6000,6000,36 months,NULL,8.19,A,A5,Sales Mgt,10+ years,MORTGAGE,55000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,782xx,TX,12,0,0,62,29,6,1,4911,60.6,34,w,417.92,0,0,0,0,62,INDIVIDUAL,NULL,52th week,0,0,13272,8100,0
21779351,32,10000,10000,10000,36 months,NULL,11.67,B,B4,enlisted,6 years,MORTGAGE,46500,Source Verified,n,NULL,debt_consolidation,Debt consolidation,765xx,TX,29.28,0,1,55,75,12,1,8488,21.2,30,w,791.68,0,0,0,0,55,INDIVIDUAL,NULL,39th week,0,0,76790,40000,0
13317232,50,9000,9000,9000,36 months,BAT5489674,11.99,B,B3,NULL,n/a,MORTGAGE,52000,Verified,n,NULL,debt_consolidation,Debt consolidation,275xx,NC,11.95,1,3,1,52,13,1,5213,21.8,35,f,781.64,0,0,0,0,1,INDIVIDUAL,NULL,39th week,1,0,14992,23900,1
70377191,43,15000,15000,15000,36 months,BAT1586599,9.17,B,B2,Business Development Account Executive,10+ years,MORTGAGE,49000,Not Verified,n,NULL,credit_card,Credit card refinancing,615xx,IL,19.79,0,1,77,62,7,1,15292,90,20,w,106.98,0,0,0,0,29,INDIVIDUAL,NULL,4th week,0,0,27170,16940,0
14498129,48,15000,15000,15000,60 months,BAT2522922,14.16,C,C2,Vp Fin Sys,10+ years,RENT,452100,Source Verified,n,> Tax payment<br>,other,Other,902xx,CA,10.77,0,0,63,43,9,1,53916,65.8,33,f,3382.37,0,0,0,0,63,INDIVIDUAL,NULL,96th week,0,0,96523,81900,0
62514776,57,6000,6000,6000,36 months,BAT4271519,10.99,B,B4,Consultant,< 1 year,MORTGAGE,70000,Verified,n,NULL,moving,Moving and relocation,480xx,MI,18.28,0,1,71,76,12,1,9275,40,39,w,208.32,0,0,0,0,71,INDIVIDUAL,NULL,17th week,0,0,32660,23700,0
